name,category,latitude,longitude,type
M.U Den Patong,Tourism/Hotel,7.8921278,98.301305,node
Patong Buri Resort,Tourism/Hotel,7.891882,98.3008346,node
Tiger Complex Hotel,Tourism/Hotel,7.8912045,98.301143,node
The Aim Patong Hotel,Tourism/Hotel,7.8917754,98.30153,node
Alexander Hotel Patong,Tourism/Hotel,7.8919843,98.3018373,node
The Crib Patong,Tourism/Hotel,7.8920134,98.301573,node
Phoenix Grand Hotel,Tourism/Hotel,7.8918461,98.3023292,node
Hemingways Silk Hotel,Tourism/Hotel,7.8922314,98.3018205,node
Mirage Patong Phuket Hotel,Tourism/Hotel,7.8922586,98.3015852,node
AT Patong Hotel,Tourism/Hotel,7.8916622,98.3020589,node
APK Resort & Spa,Tourism/Hotel,7.8933577,98.3018206,node
Best Western Patong Beach,Tourism/Hotel,7.8926431,98.30173,node
PJ Check-in Mansion,Tourism/Hotel,7.8932572,98.3025693,node
PJ Patong Resortel,Tourism/Hotel,7.8934331,98.3024239,node
BYD Boutique Hotel,Tourism/Hotel,7.8915236,98.2965736,node
Patong Resort,Tourism/Hotel,7.8911613,98.2963077,node
CC Porntip Hotel,Tourism/Hotel,7.889773,98.2977178,node
Amata Resort,Tourism/Hotel,7.890055,98.2970493,node
PL House,Tourism/Hotel,7.889953,98.2966301,node
Lamai Hotel โรงแรมละไม,Tourism/Hotel,7.89019,98.2964169,node
SalaDee Gallery Residence,Tourism/Hotel,7.8901426,98.2965866,node
Limburi Hometel,Tourism/Hotel,7.8903423,98.2965866,node
Baithong Lifestyle Hotel,Tourism/Hotel,7.8902618,98.2967679,node
Tony Resort โทนี่ รีสอร์ท,Tourism/Hotel,7.8901972,98.2957962,node
Patong Terrace Boutique Hotel,Tourism/Hotel,7.889348,98.2958307,node
Baipho Lifestyle Residence Phuket,Tourism/Hotel,7.889674,98.2964917,node
โรงแรมป่าตอง เฮอริเทจ,Tourism/Hotel,7.8892458,98.2966703,node
Phunara Residence,Tourism/Hotel,7.8864203,98.2987392,node
IL Mare Patong Place,Tourism/Hotel,7.8861659,98.2981645,node
Cocoon Islanda Hotel,Tourism/Hotel,7.8851659,98.2979256,node
Alfresco Phuket Hotel,Tourism/Hotel,7.8858834,98.2982163,node
Lavender Hotel Phuket,Tourism/Hotel,7.8854157,98.2971972,node
Hollywood Inn Love,Tourism/Hotel,7.8852613,98.2972339,node
Phuket Paradise Hotel,Tourism/Hotel,7.8852289,98.296247,node
Colora Hotel Phuket,Tourism/Hotel,7.8850162,98.2957244,node
The Yim Siam Hotel,Tourism/Hotel,7.8852962,98.296342,node
Peter Pan,Tourism/Hotel,7.8849909,98.299585,node
The Bliss South Beach Patong,Tourism/Hotel,7.8863627,98.2903516,node
Absolute Sea Pearl Beach Resort,Tourism/Hotel,7.8871228,98.2911403,node
Royal Thai,Tourism/Hotel,7.887041,98.2910211,node
Patong Swiss Hotel Beach Front,Tourism/Hotel,7.8860357,98.2898258,node
The Front Hotel,Tourism/Hotel,7.886281,98.289997,node
LIV Hotel Phuket Patong Beachfront,Tourism/Hotel,7.8857056,98.2887956,node
Patong Signature Boutique Hotel,Tourism/Hotel,7.8858571,98.2890188,node
Seaview Patong Hotel ซีวิวป่าตอง โฮเต็ล,Tourism/Hotel,7.8854937,98.2882606,node
ห้องประชุมดวงจิตร รคสอร์ท,Tourism/Hotel,7.8842734,98.2884685,node
Ramaburin Resorts,Tourism/Hotel,7.8838446,98.29296,node
ZEN Premium Prachanukroh Patong Beach,Tourism/Hotel,7.8840239,98.292616,node
Blue Ocean Resort,Tourism/Hotel,7.8838938,98.2932012,node
Kata Delight,Tourism/Hotel,7.8135019,98.2971256,node
Laem Sai Bungalow,Tourism/Hotel,7.8274131,98.2932718,node
SP House Phuket,Tourism/Hotel,7.8276633,98.295612,node
Karona Resort & Spa,Tourism/Hotel,7.8298351,98.2958683,node
Sai Rougn Residence สายรุ้งเรสสิเด้นท์,Tourism/Hotel,7.8788318,98.2944538,node
Baan Yuree Resort & Spa,Tourism/Hotel,7.8785639,98.2941315,node
Patong Hills,Tourism/Hotel,7.8795128,98.2944042,node
Sweet Dreams,Tourism/Hotel,7.879761,98.2920609,node
Star Hotel Patong,Tourism/Hotel,7.8806053,98.2933061,node
C&N Resort and Spa,Tourism/Hotel,7.8806226,98.2943009,node
Baantonsai Garden Resort,Tourism/Hotel,7.8816169,98.2945086,node
Club Bamboo Boutique Resort & Spa คลับแบมบูล บูติก รีสอร์ท,Tourism/Hotel,7.8801491,98.2969991,node
Sun Hill Hotel,Tourism/Hotel,7.8805084,98.2971128,node
Club Bamboo Ananthara Villa ป่าตองพูลวิลล่า,Tourism/Hotel,7.8788546,98.2985114,node
Supattra Village สุพัตรา วิลเลจ,Tourism/Hotel,7.8801794,98.2996477,node
Baan Veerakit Guesthouse & Bungalow,Tourism/Hotel,7.8810431,98.2984368,node
Seeka Boutique Resort,Tourism/Hotel,7.8810268,98.2979667,node
Coco Resort Patong,Tourism/Hotel,7.8816696,98.2977192,node
Calypso,Tourism/Hotel,7.881938,98.2996921,node
Hotel Colosseum Patong,Tourism/Hotel,7.8816371,98.2995227,node
Natural Mystic Patong Residence,Tourism/Hotel,7.8823606,98.3005969,node
Mochic Nanai,Tourism/Hotel,7.8824212,98.3004768,node
Andaman Villa Resort,Tourism/Hotel,7.8822785,98.3012048,node
Golden Palms Golden Palms Residence,Tourism/Hotel,7.8832797,98.3001806,node
BAAN PHUREENUT,Tourism/Hotel,7.8833429,98.302065,node
blue light residence,Tourism/Hotel,7.8845741,98.3019965,node
Patong Ocean View Resort,Tourism/Hotel,7.8814649,98.3010174,node
Patong Grand Condotel ป่าตองแกรนด์คอนโดเทล,Tourism/Hotel,7.9000509,98.3022875,node
Paradise Beach Resortel,Tourism/Hotel,7.9015981,98.3050039,node
Patong Palace Hotel,Tourism/Hotel,7.9017321,98.3008047,node
Andatel Grandé Patong Phuket Hotel,Tourism/Hotel,7.9014055,98.3006818,node
Thanthip Beach Resort,Tourism/Hotel,7.9017706,98.3001321,node
Andaman Embrace Resort & Spa Patong Phuket,Tourism/Hotel,7.8994006,98.298606,node
Holiday Inn Express Phuket Patong Beach Central,Tourism/Hotel,7.899881,98.2975519,node
Shanaya Beach Resort & Spa,Tourism/Hotel,7.8983053,98.2971251,node
Silver Resortel,Tourism/Hotel,7.8977544,98.2973903,node
The Minotel,Tourism/Hotel,7.8974278,98.299285,node
Thai Friend House,Tourism/Hotel,7.8975174,98.2970734,node
Sunshine Home,Tourism/Hotel,7.897479,98.2973062,node
Thara Patong Beach Resort & Spa,Tourism/Hotel,7.8968065,98.2966531,node
Chanatip Guest House,Tourism/Hotel,7.896307,98.2988063,node
Jintana,Tourism/Hotel,7.8957239,98.2981469,node
Diamond Cliff Resort & Spa,Tourism/Hotel,7.9092336,98.2977152,node
Patong Lodge Hotel,Tourism/Hotel,7.9102032,98.2966717,node
L'Orchidée Residences,Tourism/Hotel,7.9082453,98.2997662,node
Seven Seas Hotel Отель,Tourism/Hotel,7.9070817,98.2983768,node
Patong Paragon Resort & SPA,Tourism/Hotel,7.9065025,98.2978011,node
Baramee Resortel,Tourism/Hotel,7.9059552,98.2993246,node
Le Tong Beach,Tourism/Hotel,7.9067788,98.2979566,node
The Charm Resort Phuket,Tourism/Hotel,7.9046029,98.2980796,node
Malee Blue Hotel,Tourism/Hotel,7.9133767,98.294953,node
Swiss Villas Panoramic,Tourism/Hotel,7.9054226,98.3016327,node
The Deck Patong Phuket,Tourism/Hotel,7.902726,98.302559,node
P.S 2 Resort,Tourism/Hotel,7.903082,98.3011481,node
Sea Front Home,Tourism/Hotel,7.902014,98.3009604,node
Tune Hotel - Patong,Tourism/Hotel,7.9012913,98.2999671,node
Siam Palm Residence,Tourism/Hotel,7.9005793,98.2997954,node
Ocean Plaza,Shopping,7.8776307,98.3930627,node
Sea Pearl Villas & Spa Resort,Tourism/Hotel,7.9048476,98.3135165,node
T-Villa Phuket,Tourism/Hotel,8.0923477,98.3069608,node
Glam Habitat Hotel,Tourism/Hotel,7.9558219,98.2844412,node
อันมิวเรสซิเด้น,Tourism/Hotel,7.8709382,98.3763795,node
Game Space,Shopping,7.893545,98.2971576,node
Водопад,Tourism/Hotel,7.8235939,98.3899932,node
The Three by APK,Tourism/Hotel,7.8982346,98.3033325,node
Family market,Shopping,7.8858833,98.2938366,node
เฟมมิลิมารท์ 24 hr,Shopping,7.9009829,98.3405405,node
JJW House,Tourism/Hotel,8.1014828,98.3087352,node
Memorial boat,Tourism/Hotel,7.8521904,98.292577,node
Lae Lay Siutes Hotel Karon,Tourism/Hotel,7.8301396,98.3020361,node
Palm Patong Resort,Tourism/Hotel,7.8810164,98.2929101,node
เอพอร์ตโฮทเทล,Tourism/Hotel,8.1085728,98.3102062,node
ทางแยกธนาคารชาร์เตอร์,Tourism/Hotel,7.8836009,98.3908501,node
มีนาเทล,Tourism/Hotel,7.9000687,98.2993813,node
тай рай хом,Tourism/Hotel,8.0002746,98.3003157,node
The Nai Harn,Tourism/Hotel,7.7785621,98.3025956,node
24 Super Cheap,Shopping,7.9440739,98.2794116,node
Snooze Inn Phuket,Tourism/Hotel,8.0536273,98.4089422,node
Must Sea Hotel,Tourism/Hotel,7.8251002,98.2972492,node
บูมเมอร์แรงอินน์,Tourism/Hotel,7.9000276,98.2996541,node
Water forest Chulang,Tourism/Hotel,8.0210139,98.4101463,node
Famaly Mart,Shopping,7.8495504,98.2951211,node
Sukcheewa Residence Phuket,Tourism/Hotel,7.8797556,98.2925564,node
Slowlife Beach,Tourism/Hotel,8.0927235,98.3030379,node
Fruit Paradise Hotel,Tourism/Hotel,7.8841645,98.2963392,node
Maikhao Palm Beach Resort,Tourism/Hotel,8.1287489,98.3010146,node
Porterhouse Beach Hotel Patong,Tourism/Hotel,7.9070292,98.2981556,node
Super Cheap,Shopping,7.8253614,98.4005685,node
Ark Building,Tourism/Hotel,7.8360897,98.3004089,node
Pine Building,Tourism/Hotel,7.8358151,98.2995577,node
Monkey feed point,Tourism/Hotel,7.9014607,98.4163437,node
SuperCheap,Shopping,8.1290455,98.3083223,node
Super Cheap,Shopping,7.8279793,98.3012622,node
88 Hotel Phuket,Tourism/Hotel,7.8890469,98.3036947,node
Darasamuth School,Education,7.8897315,98.3688653,node
Cape Panwa Hotel,Tourism/Hotel,7.8074178,98.409108,node
Mook Anda Hotel,Tourism/Hotel,7.8754646,98.3889361,node
Piano Residence,Tourism/Hotel,7.8751859,98.3883733,node
Le Residence,Tourism/Hotel,7.874944,98.3882371,node
Twin Inn,Tourism/Hotel,7.8744619,98.3891024,node
Sarita Mansion,Tourism/Hotel,7.8743305,98.3886299,node
2Day Inn,Tourism/Hotel,7.8749072,98.3885662,node
9 Motel Inn,Tourism/Hotel,7.8750457,98.3886459,node
Happy Mountain Airport Resort,Tourism/Hotel,8.0948455,98.318545,node
PKL Residence,Tourism/Hotel,7.8859856,98.2976048,node
Room Hotel @ Phuket Airport,Tourism/Hotel,8.1053685,98.3086217,node
Memory Boutique Patong,Tourism/Hotel,7.8849096,98.2959196,node
Memory 2,Tourism/Hotel,7.8849775,98.2960315,node
Beds Patong,Tourism/Hotel,7.8948159,98.3043039,node
Beyond,Tourism/Hotel,7.8974344,98.2974728,node
The Palms Kamala,Tourism/Hotel,7.9501634,98.2814191,node
Kamala Beach Plaza,Shopping,7.9501778,98.2806391,node
The Little Moon Residence,Tourism/Hotel,7.8785302,98.2908697,node
Ritsurin Hotel,Tourism/Hotel,7.8891276,98.385841,node
Kamala 555,Tourism/Hotel,7.9505896,98.2813681,node
Princess Kamala,Tourism/Hotel,7.950945,98.2824686,node
Hilton Phuket Arcadia Resort & Spa,Tourism/Hotel,7.838399,98.2996385,node
Kamala Dreams,Tourism/Hotel,7.9505339,98.2807562,node
Baan Napatr,Tourism/Hotel,7.9764621,98.2926504,node
Shine Spa,Tourism/Hotel,7.8132378,98.3893656,node
FamilyMart,Shopping,7.8125891,98.3889885,node
X10 Suites,Tourism/Hotel,7.8142307,98.3866172,node
Dream Sea Pool Villa,Tourism/Hotel,7.8155469,98.3862564,node
Davina Beach Homes,Tourism/Hotel,7.8137334,98.3867509,node
My Beach Resort,Tourism/Hotel,7.8159536,98.3861099,node
The Cove,Tourism/Hotel,7.8145356,98.3959128,node
Bandara Villas Phuket,Tourism/Hotel,7.8132063,98.3910366,node
Lucky Patong Hotel,Tourism/Hotel,7.8848791,98.3028588,node
Centara Grant,Tourism/Hotel,7.8560227,98.2912574,node
Nest Resort,Tourism/Hotel,7.8829796,98.2996076,node
7-eleven,Shopping,7.9222032,98.3703768,node
De Blue Sea Rawai Blue Bay,Tourism/Hotel,7.793229,98.3307879,node
Le Thalassa kata,Tourism/Hotel,7.8233992,98.3012015,node
ห้างโอเซียนซ๊อปปิ้งมอลล์,Shopping,7.8783077,98.3941774,node
Tops,Shopping,7.9084781,98.3521531,node
Baan suan,Tourism/Hotel,8.0572729,98.3101766,node
The Marina,Tourism/Hotel,7.899486,98.303741,node
7-Eleven,Shopping,7.8421206,98.3765217,node
Elephant riding,Tourism/Hotel,7.8227084,98.3320375,node
Coconut village resort,Tourism/Hotel,7.8845955,98.2925547,node
Baan Mae Ying Bungalows & Luxury Glamping Tents,Tourism/Hotel,7.9870376,98.3495884,node
l'esprit the Naiyang Resort,Tourism/Hotel,8.0831893,98.2935753,node
Central,Shopping,7.8924048,98.2978693,node
GreenMart,Shopping,7.8340252,98.2952909,node
HELEX,Education,7.8873909,98.3932633,node
Grand Supicha City Hotel,Tourism/Hotel,7.8884183,98.3970341,node
Anubian Phuket School,Education,7.8887287,98.3958593,node
Hippo,Shopping,7.8270325,98.2965013,node
ночной рынок,Shopping,7.8982239,98.3030067,node
Deevana Patong Resort and Spa,Tourism/Hotel,7.9009113,98.3023752,node
The Inn,Tourism/Hotel,7.8908542,98.3085731,node
Maphrao Resotr,Tourism/Hotel,7.9550815,98.2830215,node
JR Siam Kata Resort,Tourism/Hotel,7.8255536,98.3006468,node
Maikhao hotel,Tourism/Hotel,8.1352384,98.3064141,node
Porto de Phuket,Shopping,7.991313,98.3062464,node
Breezotel,Tourism/Hotel,7.8844317,98.2974919,node
Tops Food Hall,Shopping,7.991527,98.305016,node
Hotel Veloche group,Tourism/Hotel,7.8359158,98.3007889,node
Elephant Village,Tourism/Hotel,7.793095,98.3050252,node
Journeyhub,Tourism/Hotel,7.9018469,98.3048283,node
Ban na bon Schule,Education,7.8539621,98.3556627,node
Naiyang national Park,Tourism/Hotel,8.1023562,98.3001543,node
Arun Phuket Residents,Tourism/Hotel,8.0956168,98.3099307,node
Prima Marketplace,Shopping,7.8483075,98.2947346,node
Marriott's Phuket Beach Club,Tourism/Hotel,8.1662579,98.2946903,node
Jw Marriott Phuket Resort and Spa,Tourism/Hotel,8.1661545,98.2952039,node
Turtle Village,Shopping,8.1692186,98.2962525,node
Marriott's Mai Khao Beach - Phuket,Tourism/Hotel,8.1704524,98.2961089,node
Anantara Mai Khao Phuket Villas,Tourism/Hotel,8.1684627,98.2956927,node
"Phuket Marriott Resort & Spa, Merlin Beach",Tourism/Hotel,7.8834899,98.2724533,node
beHOME,Tourism/Hotel,8.1001968,98.3042698,node
Sirikul Mansion,Tourism/Hotel,8.1036094,98.3086081,node
Sanuk Bungalows,Tourism/Hotel,7.7772669,98.3185112,node
Himmapana Villas - Terraces,Tourism/Hotel,7.9447897,98.2922851,node
Anantara Layan Phuket Resort,Tourism/Hotel,8.0356405,98.2845141,node
Patong Language School,Education,7.901902,98.3048398,node
โรงแรม สิเหน่ ภูเก็ต ลักซ์ชัวรี่,Tourism/Hotel,7.8722347,98.4317786,node
The Nature,Tourism/Hotel,7.9152839,98.2929871,node
Kantary Bay Hotel Phuket,Tourism/Hotel,7.8053126,98.406577,node
Tops,Shopping,7.9023321,98.3781549,node
Treville Phuket,Tourism/Hotel,8.0492126,98.2775789,node
La Green Hotel and Residence,Tourism/Hotel,8.0289168,98.29517,node
Lotus Gardens,Tourism/Hotel,8.0298002,98.2952558,node
Layan Residences by Anantara,Tourism/Hotel,8.0371876,98.2837887,node
Pullman Phuket Arcadia Naithon Beach,Tourism/Hotel,8.0634299,98.276471,node
Zenseana,Tourism/Hotel,7.9050611,98.3003187,node
Anantara Vacation Club Mai Khao,Tourism/Hotel,8.1662015,98.2973735,node
Fish market (touristic prices),Shopping,7.7722917,98.3216562,node
Mini bigC,Shopping,7.7950382,98.3262331,node
LevelUp,Education,7.7921213,98.3195996,node
Le Resort & Villa,Tourism/Hotel,7.7935098,98.3155691,node
โรงแรมรุ่งระวี ฟอเรสท์ ภูเก็ต,Tourism/Hotel,7.8993501,98.3842109,node
Toma Chinese School,Education,7.8960028,98.3873491,node
Ratchaphruek University,Other,7.8980585,98.3901565,node
Cat Story,Tourism/Hotel,7.8843456,98.2962059,node
โรงแรมภูคีตา,Tourism/Hotel,7.9097369,98.3915781,node
Anubaan Tessaban Muang Patong School,Education,7.8970651,98.3017326,node
The Bird Cage,Tourism/Hotel,7.8963524,98.2987098,node
My Hotel,Tourism/Hotel,7.8963717,98.2984952,node
Cashew store,Tourism/Hotel,7.8606502,98.3543896,node
Sri Panwa,Tourism/Hotel,7.802076,98.4108554,node
The Pavilions Phuket,Tourism/Hotel,8.0228101,98.3017026,node
Andara Signature Villas,Tourism/Hotel,7.9441537,98.2642049,node
Goodday Kathu,Tourism/Hotel,7.9126999,98.3322356,node
Welcome inn Villa,Tourism/Hotel,7.8194897,98.3374473,node
B&B NAMO PHUKET,Tourism/Hotel,7.9137317,98.3353546,node
Royal Vista Hotel,Tourism/Hotel,7.9019772,98.3006756,node
OYO 1154 Naiyang House,Tourism/Hotel,8.0932415,98.3054134,node
Reef snorkelling,Tourism/Hotel,7.7588226,98.3139773,node
Reef snorkelling,Tourism/Hotel,8.0519548,98.275576,node
Reef snorkelling,Tourism/Hotel,7.7665134,98.3054334,node
Siam Villas Phuket,Tourism/Hotel,7.8539542,98.345012,node
Porto de Phuket,Tourism/Hotel,7.9915865,98.3053815,node
Amazing villa,Tourism/Hotel,7.8383623,98.3265862,node
Baanbangtong,Education,7.898141,98.3394876,node
Panwaburi Beachfront Resort,Tourism/Hotel,7.8149164,98.3946586,node
Maya hotel,Tourism/Hotel,8.1013148,98.3048036,node
Naiyang beach hotel,Tourism/Hotel,8.0922895,98.3021907,node
B's airport hotel,Tourism/Hotel,8.1012521,98.3050318,node
DARA,Tourism/Hotel,7.8877102,98.3681729,node
East Marine Asia,Shopping,7.9610037,98.385538,node
호텔,Tourism/Hotel,7.8818626,98.3926695,node
Fantasy Hill Bungalow,Tourism/Hotel,7.8270757,98.2969847,node
Two Chefs Inn,Tourism/Hotel,7.81382,98.2992948,node
Jono X Phuket Karon,Tourism/Hotel,7.8505677,98.294617,node
Ruentai Boutique,Tourism/Hotel,8.1001012,98.309535,node
Wyndham,Tourism/Hotel,7.8941587,98.2986586,node
Intelligent quotient language school,Education,7.8227415,98.3388275,node
Deva Chalong language school,Education,7.8327531,98.3460511,node
tefl language school (Chalong),Education,7.8269004,98.3434472,node
CP Fresh Mart,Shopping,7.823296,98.3420342,node
Six Pack Cottage,Tourism/Hotel,7.850443,98.346862,node
Chalong language school,Education,7.8280097,98.3405736,node
LA Language School Phuket,Education,7.8518994,98.3355602,node
Areeka Mahokkanee,Tourism/Hotel,8.0040565,98.3086076,node
Black Dragon Inn,Tourism/Hotel,7.8227761,98.3387445,node
STAY Wellbeing & Lifestyle Resort,Tourism/Hotel,7.8106214,98.3301708,node
Surin Bay Inn,Tourism/Hotel,7.976217,98.280362,node
Le Desir Resortel Chalong Bay Phuket,Tourism/Hotel,7.8224719,98.3405253,node
Daeng Plaza Hotel,Tourism/Hotel,7.8823715,98.3917998,node
Language Gallery Plaza School,Education,7.8498418,98.3537376,node
New panda language school,Education,7.8500642,98.3538866,node
Patong Beach,Tourism/Hotel,7.8938914,98.2949613,node
Alpha Language School,Education,7.8457172,98.3396472,node
Turtle Bay,Tourism/Hotel,7.8130375,98.3982288,node
Charcoal Panwa Beach,Tourism/Hotel,7.8136109,98.4012693,node
The Cape,Tourism/Hotel,7.8068492,98.4079998,node
Elephant bathing,Tourism/Hotel,7.8321443,98.3219491,node
Kata Pool Villa,Tourism/Hotel,7.8184789,98.3102523,node
Reach hotel,Tourism/Hotel,7.8764506,98.3926859,node
Kata Green Beach Hotel,Tourism/Hotel,7.8249476,98.2975313,node
Elephant,Tourism/Hotel,7.7937901,98.3073,node
Elephant. Feed and interact 800.,Tourism/Hotel,7.9108698,98.4339469,node
Reef snorkeling,Tourism/Hotel,8.0440168,98.2761293,node
Crane Swing,Tourism/Hotel,7.8651094,98.3998066,node
จุดให้อาหารลิง,Tourism/Hotel,7.8938054,98.3795087,node
Deva Language School,Education,7.8417414,98.3350034,node
Carnival Magic,Tourism/Hotel,7.9582015,98.2869821,node
Sea Beach Inn,Tourism/Hotel,7.8481089,98.2934118,node
Panphuree Residence - SHA,Tourism/Hotel,8.1013211,98.3088634,node
Good Start,Education,7.981943,98.3531014,node
Wooden House,Tourism/Hotel,8.0286141,98.3287667,node
Patong Gate Language School,Education,7.8967838,98.3097327,node
The Trend Kamala Hotel,Tourism/Hotel,7.9515429,98.291451,node
Reef snorkeling,Tourism/Hotel,8.0413894,98.2751452,node
Phuket Kata Resort,Tourism/Hotel,7.8167186,98.301531,node
Grader,Tourism/Hotel,7.8649702,98.3999734,node
Pure Hotel Residence,Tourism/Hotel,7.8782969,98.3818105,node
Top Inn Garden,Tourism/Hotel,7.9935427,98.3757164,node
"Fire show in a Tann restaurant after sunset, view from the beach",Tourism/Hotel,7.8302298,98.2944494,node
The Color Kata,Tourism/Hotel,7.8212392,98.3007419,node
Kata Forte Resort,Tourism/Hotel,7.8215113,98.3012583,node
Montana,Tourism/Hotel,7.8499185,98.294917,node
Hotel De Karon,Tourism/Hotel,7.849707,98.2954349,node
Aspery,Tourism/Hotel,7.8998893,98.2991804,node
Paradox Resort Phuket,Tourism/Hotel,7.8458327,98.2968982,node
Phuket FantaSea,Tourism/Hotel,7.9566955,98.2861028,node
Phuket Big Buddha,Tourism/Hotel,7.8276793,98.3132426,node
Hi Karon,Tourism/Hotel,7.8334912,98.2970433,node
สะพานไม้หาดในทอน,Tourism/Hotel,8.0545123,98.2782242,node
Sunwing Kamala Beach,Tourism/Hotel,7.9519571,98.2843978,node
Casa Bella Hotel,Tourism/Hotel,7.8274673,98.3402656,node
Unotel,Tourism/Hotel,7.8485313,98.2948955,node
BT,Tourism/Hotel,7.8248103,98.2978684,node
Grillhütte,Tourism/Hotel,7.8947967,98.2963317,node
English Fan Club,Education,7.9021355,98.3788387,node
Katathani Phuket Beach Resort,Tourism/Hotel,7.8076629,98.2992504,node
Trisara,Tourism/Hotel,8.0350089,98.2772956,node
Pullman Phuket Karon Beach Resort,Tourism/Hotel,7.8387377,98.2964504,node
Malaiwana Resort & Villas,Tourism/Hotel,8.0539866,98.2790835,node
The Surin,Tourism/Hotel,7.9810172,98.2779911,node
Novotel Hotel & Resort Phuket Surin,Tourism/Hotel,7.978346,98.2817535,node
Absolute Twin Sands Resort & Spa,Tourism/Hotel,7.8833887,98.2739783,node
Nakalay Resort Kamala,Tourism/Hotel,7.9459882,98.2689658,node
"The Crystal Beach Hotel, Patong",Tourism/Hotel,7.8889515,98.2951021,node
Villas Paradiso,Tourism/Hotel,8.0537262,98.2795185,node
Local Hotel,Tourism/Hotel,7.894261,98.2981762,node
Laya Resort Phuket Island,Tourism/Hotel,8.0295822,98.2940815,node
Newly Opened - Blu Monkey Hub and Hotel Bangtao,Tourism/Hotel,7.9964821,98.304327,node
Avista Hideaway Phuket Patong - MGallery,Tourism/Hotel,7.8811027,98.2774545,node
Villa Baan Thap Thim VIPA SEAVIEW VILLA Puket,Tourism/Hotel,7.8847478,98.282188,node
The Bell Airport Phuket Hotel,Tourism/Hotel,8.0881927,98.3060239,node
Oceanstone 3,Tourism/Hotel,7.9966859,98.2993836,node
Ibis Styles Phuket City,Tourism/Hotel,7.8784335,98.3943585,node
Sugar Ohana,Tourism/Hotel,7.8226066,98.298768,node
Wyndham Royal Lee,Tourism/Hotel,8.0965176,98.3045428,node
Villoft Zen Living,Tourism/Hotel,8.0169012,98.304622,node
Ratana Hotel,Tourism/Hotel,7.8602417,98.3807646,node
Hotel Cruiser Island by Swiss Belhotel,Tourism/Hotel,7.7946151,98.3714409,node
Santiphap,Tourism/Hotel,7.8498504,98.3562606,node
Tops,Shopping,7.8783953,98.3863796,node
Snug Airportel,Tourism/Hotel,8.0995008,98.3060597,node
Kamala Villa Hill,Tourism/Hotel,7.950543,98.2981849,node
Finnway International School Phuket,Education,7.9580335,98.3866708,node
Fusion Suites Phuket Patong,Tourism/Hotel,7.9034006,98.3133721,node
Angpao Hotel,Tourism/Hotel,7.9147512,98.3899012,node
Pattra Mansion by AKSARA Collection,Tourism/Hotel,7.8873779,98.3833014,node
Novotel,Tourism/Hotel,7.8790413,98.3950801,node
The Marina Kamala,Tourism/Hotel,7.9606347,98.2862028,node
Super Cheap,Shopping,7.8720375,98.3794769,node
BaanMee,Tourism/Hotel,7.8247005,98.3442165,node
Family Beachfront Bungalow,Tourism/Hotel,7.8125165,98.3896922,node
ตลาดนัดสามกองโบ๊ทพลาซ่า,Shopping,7.9252251,98.3777282,node
Place Residents Hotel,Tourism/Hotel,7.8273541,98.2990483,node
Kamala Resotel,Tourism/Hotel,7.9499677,98.2849018,node
Достопримечательность,Tourism/Hotel,7.8643853,98.320415,node
Sleep at airport,Tourism/Hotel,8.0997704,98.3150672,node
Yenna Apartment,Tourism/Hotel,7.9492425,98.2888628,node
Carpio Hotel,Tourism/Hotel,7.9004696,98.3648653,node
Be Live Residence,Tourism/Hotel,8.0240858,98.3321278,node
"Storm Real Estate, Phuket",Shopping,7.8879832,98.3783157,node
One loft,Tourism/Hotel,7.8267707,98.2965621,node
The Orchid House Kata,Tourism/Hotel,7.8237962,98.3002637,node
La Piccola Kata,Tourism/Hotel,7.8238464,98.3003804,node
Phuket Grocery,Shopping,8.010186,98.3418963,node
Casa DeeDee (Dee Inn),Tourism/Hotel,7.7915357,98.3172132,node
The Beachfront Hotel Phuket,Tourism/Hotel,7.8027493,98.3362025,node
Tops Daily,Shopping,8.1220441,98.3079542,node
Lotus's,Shopping,8.121847,98.3085842,node
Khao Oat airport,Tourism/Hotel,8.1066528,98.3086331,node
The Star House,Tourism/Hotel,7.8808556,98.2935103,node
golf house,Tourism/Hotel,8.101089,98.3097663,node
Niran Farm Stay,Tourism/Hotel,7.9701495,98.3418142,node
โรงเรียน อบจ. บ้านไม้เรียบ,Education,7.9256844,98.3281899,node
6th Avenue Surin Condominium,Tourism/Hotel,7.980162,98.2830781,node
The Coconut Nanai Resort,Tourism/Hotel,7.8857013,98.3021092,node
Pineapple guesthouse,Tourism/Hotel,7.8353653,98.2982882,node
Hotel COCO Phuket Bangtao Beach,Tourism/Hotel,7.9914443,98.2982266,node
Naiyang Place - Phuket Airport,Tourism/Hotel,8.0993548,98.3149344,node
Bangtao Tropical Residence,Tourism/Hotel,7.9815346,98.283322,node
Batikseafood Airport & Room,Tourism/Hotel,8.1051912,98.3144066,node
ถนนบางลา,Tourism/Hotel,7.8936641,98.2965779,way
The Slate,Tourism/Hotel,8.0862993,98.2978337,way
Big C,Shopping,7.8956671,98.3669847,way
Phuket Palace,Tourism/Hotel,7.8803915,98.2926896,way
Lotus’s Samkong Phuket,Shopping,7.9040941,98.3692482,way
dusitD2 Phuket Resort,Tourism/Hotel,7.8873915,98.2940067,way
Pearl Hotel Phuket,Tourism/Hotel,7.8820587,98.3921964,way
Nai Harn Villa,Tourism/Hotel,7.78092,98.3138766,way
